State/territory,SA3 code,SA3 name,Year,Sex,Rate
QLD,30805,Gladstone,2015–2017,Females,92
QLD,30805,Gladstone,2014–2016,Persons,124
QLD,30805,Gladstone,2014–2016,Males,157
QLD,30805,Gladstone,2014–2016,Females,89
QLD,30805,Gladstone,2013–2015,Persons,119
QLD,30805,Gladstone,2013–2015,Males,153
QLD,30805,Gladstone,2013–2015,Females,81
QLD,30805,Gladstone,2012–2014,Persons,112
QLD,30805,Gladstone,2012–2014,Males,145
QLD,30805,Gladstone,2012–2014,Females,75
QLD,30805,Gladstone,2011–2013,Persons,110
QLD,30805,Gladstone,2011–2013,Males,146
QLD,30805,Gladstone,2011–2013,Females,71
QLD,30805,Gladstone,2010–2012,Persons,122
QLD,30805,Gladstone,2010–2012,Males,156
QLD,30805,Gladstone,2010–2012,Females,84
QLD,30805,Gladstone,2009–2011,Persons,133
QLD,30805,Gladstone,2009–2011,Males,169
QLD,30805,Gladstone,2009–2011,Females,93
QLD,30901,Broadbeach - Burleigh,2015–2017,Persons,92
QLD,30901,Broadbeach - Burleigh,2015–2017,Males,124
QLD,30901,Broadbeach - Burleigh,2015–2017,Females,62
QLD,30901,Broadbeach - Burleigh,2014–2016,Persons,93
QLD,30901,Broadbeach - Burleigh,2014–2016,Males,130
QLD,30901,Broadbeach - Burleigh,2014–2016,Females,58
QLD,30901,Broadbeach - Burleigh,2013–2015,Persons,98
QLD,30901,Broadbeach - Burleigh,2013–2015,Males,137
QLD,30901,Broadbeach - Burleigh,2013–2015,Females,62
QLD,30901,Broadbeach - Burleigh,2012–2014,Persons,94
QLD,30901,Broadbeach - Burleigh,2012–2014,Males,125
QLD,30901,Broadbeach - Burleigh,2012–2014,Females,64
QLD,30901,Broadbeach - Burleigh,2011–2013,Persons,99
QLD,30901,Broadbeach - Burleigh,2011–2013,Males,137
QLD,30901,Broadbeach - Burleigh,2011–2013,Females,62
QLD,30901,Broadbeach - Burleigh,2010–2012,Persons,105
QLD,30901,Broadbeach - Burleigh,2010–2012,Males,141
QLD,30901,Broadbeach - Burleigh,2010–2012,Females,70
QLD,30901,Broadbeach - Burleigh,2009–2011,Persons,103
QLD,30901,Broadbeach - Burleigh,2009–2011,Males,137
QLD,30901,Broadbeach - Burleigh,2009–2011,Females,69
QLD,30902,Coolangatta,2015–2017,Persons,93
QLD,30902,Coolangatta,2015–2017,Males,124
QLD,30902,Coolangatta,2015–2017,Females,64
QLD,30902,Coolangatta,2014–2016,Persons,94
QLD,30902,Coolangatta,2014–2016,Males,117
QLD,30902,Coolangatta,2014–2016,Females,73
QLD,30902,Coolangatta,2013–2015,Persons,89
QLD,30902,Coolangatta,2013–2015,Males,110
QLD,30902,Coolangatta,2013–2015,Females,69
QLD,30902,Coolangatta,2012–2014,Persons,103
QLD,30902,Coolangatta,2012–2014,Males,137
QLD,30902,Coolangatta,2012–2014,Females,70
QLD,30902,Coolangatta,2011–2013,Persons,112
QLD,30902,Coolangatta,2011–2013,Males,158
QLD,30902,Coolangatta,2011–2013,Females,68
QLD,30902,Coolangatta,2010–2012,Persons,115
QLD,30902,Coolangatta,2010–2012,Males,152
QLD,30902,Coolangatta,2010–2012,Females,79
QLD,30902,Coolangatta,2009–2011,Persons,112
QLD,30902,Coolangatta,2009–2011,Males,148
QLD,30902,Coolangatta,2009–2011,Females,77
QLD,30903,Gold Coast - North,2015–2017,Persons,115
QLD,30903,Gold Coast - North,2015–2017,Males,160
QLD,30903,Gold Coast - North,2015–2017,Females,75
QLD,30903,Gold Coast - North,2014–2016,Persons,112
QLD,30903,Gold Coast - North,2014–2016,Males,157
QLD,30903,Gold Coast - North,2014–2016,Females,71
QLD,30903,Gold Coast - North,2013–2015,Persons,107
QLD,30903,Gold Coast - North,2013–2015,Males,144
QLD,30903,Gold Coast - North,2013–2015,Females,73
QLD,30903,Gold Coast - North,2012–2014,Persons,116
QLD,30903,Gold Coast - North,2012–2014,Males,150
QLD,30903,Gold Coast - North,2012–2014,Females,84
QLD,30903,Gold Coast - North,2011–2013,Persons,115
QLD,30903,Gold Coast - North,2011–2013,Males,144
QLD,30903,Gold Coast - North,2011–2013,Females,88
QLD,30903,Gold Coast - North,2010–2012,Persons,123
QLD,30903,Gold Coast - North,2010–2012,Males,156
QLD,30903,Gold Coast - North,2010–2012,Females,92
QLD,30903,Gold Coast - North,2009–2011,Persons,118
QLD,30903,Gold Coast - North,2009–2011,Males,148
QLD,30903,Gold Coast - North,2009–2011,Females,89
QLD,30904,Gold Coast Hinterland,2015–2017,Persons,97
QLD,30904,Gold Coast Hinterland,2015–2017,Males,132
QLD,30904,Gold Coast Hinterland,2015–2017,Females,62
QLD,30904,Gold Coast Hinterland,2014–2016,Persons,79
QLD,30904,Gold Coast Hinterland,2014–2016,Males,110
QLD,30904,Gold Coast Hinterland,2014–2016,Females,NP
QLD,30904,Gold Coast Hinterland,2013–2015,Persons,94
QLD,30904,Gold Coast Hinterland,2013–2015,Males,134
QLD,30904,Gold Coast Hinterland,2013–2015,Females,NP
QLD,30904,Gold Coast Hinterland,2012–2014,Persons,97
QLD,30904,Gold Coast Hinterland,2012–2014,Males,145
QLD,30904,Gold Coast Hinterland,2012–2014,Females,NP
QLD,30904,Gold Coast Hinterland,2011–2013,Persons,121
QLD,30904,Gold Coast Hinterland,2011–2013,Males,155
QLD,30904,Gold Coast Hinterland,2011–2013,Females,85
QLD,30904,Gold Coast Hinterland,2010–2012,Persons,113
QLD,30904,Gold Coast Hinterland,2010–2012,Males,140
QLD,30904,Gold Coast Hinterland,2010–2012,Females,85
QLD,30904,Gold Coast Hinterland,2009–2011,Persons,121
QLD,30904,Gold Coast Hinterland,2009–2011,Males,120
QLD,30904,Gold Coast Hinterland,2009–2011,Females,121
QLD,30905,Mudgeeraba - Tallebudgera,2015–2017,Persons,81
QLD,30905,Mudgeeraba - Tallebudgera,2015–2017,Males,121
QLD,30905,Mudgeeraba - Tallebudgera,2015–2017,Females,43
QLD,30905,Mudgeeraba - Tallebudgera,2014–2016,Persons,78
QLD,30905,Mudgeeraba - Tallebudgera,2014–2016,Males,104
QLD,30905,Mudgeeraba - Tallebudgera,2014–2016,Females,54
QLD,30905,Mudgeeraba - Tallebudgera,2013–2015,Persons,74
QLD,30905,Mudgeeraba - Tallebudgera,2013–2015,Males,88
QLD,30905,Mudgeeraba - Tallebudgera,2013–2015,Females,60
QLD,30905,Mudgeeraba - Tallebudgera,2012–2014,Persons,81
QLD,30905,Mudgeeraba - Tallebudgera,2012–2014,Males,85
QLD,30905,Mudgeeraba - Tallebudgera,2012–2014,Females,76
QLD,30905,Mudgeeraba - Tallebudgera,2011–2013,Persons,81
QLD,30905,Mudgeeraba - Tallebudgera,2011–2013,Males,89
QLD,30905,Mudgeeraba - Tallebudgera,2011–2013,Females,73
QLD,30905,Mudgeeraba - Tallebudgera,2010–2012,Persons,84
QLD,30905,Mudgeeraba - Tallebudgera,2010–2012,Males,93
QLD,30905,Mudgeeraba - Tallebudgera,2010–2012,Females,76
QLD,30905,Mudgeeraba - Tallebudgera,2009–2011,Persons,93
QLD,30905,Mudgeeraba - Tallebudgera,2009–2011,Males,117
QLD,30905,Mudgeeraba - Tallebudgera,2009–2011,Females,69
QLD,30906,Nerang,2015–2017,Persons,102
QLD,30906,Nerang,2015–2017,Males,137
QLD,30906,Nerang,2015–2017,Females,70
QLD,30906,Nerang,2014–2016,Persons,102
QLD,30906,Nerang,2014–2016,Males,135
QLD,30906,Nerang,2014–2016,Females,70
QLD,30906,Nerang,2013–2015,Persons,107
QLD,30906,Nerang,2013–2015,Males,149
QLD,30906,Nerang,2013–2015,Females,65
QLD,30906,Nerang,2012–2014,Persons,111
QLD,30906,Nerang,2012–2014,Males,149
QLD,30906,Nerang,2012–2014,Females,74
QLD,30906,Nerang,2011–2013,Persons,112
QLD,30906,Nerang,2011–2013,Males,159
QLD,30906,Nerang,2011–2013,Females,66
QLD,30906,Nerang,2010–2012,Persons,118
QLD,30906,Nerang,2010–2012,Males,170
QLD,30906,Nerang,2010–2012,Females,68
QLD,30906,Nerang,2009–2011,Persons,115
QLD,30906,Nerang,2009–2011,Males,167
QLD,30906,Nerang,2009–2011,Females,63
QLD,30907,Ormeau - Oxenford,2015–2017,Persons,91
QLD,30907,Ormeau - Oxenford,2015–2017,Males,124
QLD,30907,Ormeau - Oxenford,2015–2017,Females,59
QLD,30907,Ormeau - Oxenford,2014–2016,Persons,92
QLD,30907,Ormeau - Oxenford,2014–2016,Males,122
QLD,30907,Ormeau - Oxenford,2014–2016,Females,62
QLD,30907,Ormeau - Oxenford,2013–2015,Persons,98
QLD,30907,Ormeau - Oxenford,2013–2015,Males,126
QLD,30907,Ormeau - Oxenford,2013–2015,Females,70
QLD,30907,Ormeau - Oxenford,2012–2014,Persons,97
QLD,30907,Ormeau - Oxenford,2012–2014,Males,120
QLD,30907,Ormeau - Oxenford,2012–2014,Females,74
QLD,30907,Ormeau - Oxenford,2011–2013,Persons,105
QLD,30907,Ormeau - Oxenford,2011–2013,Males,126
QLD,30907,Ormeau - Oxenford,2011–2013,Females,85
QLD,30907,Ormeau - Oxenford,2010–2012,Persons,107
QLD,30907,Ormeau - Oxenford,2010–2012,Males,132
QLD,30907,Ormeau - Oxenford,2010–2012,Females,81
QLD,30907,Ormeau - Oxenford,2009–2011,Persons,108
QLD,30907,Ormeau - Oxenford,2009–2011,Males,142
QLD,30907,Ormeau - Oxenford,2009–2011,Females,73
QLD,30908,Robina,2015–2017,Persons,84
QLD,30908,Robina,2015–2017,Males,105
QLD,30908,Robina,2015–2017,Females,67
QLD,30908,Robina,2014–2016,Persons,86
QLD,30908,Robina,2014–2016,Males,105
QLD,30908,Robina,2014–2016,Females,71
QLD,30908,Robina,2013–2015,Persons,96
QLD,30908,Robina,2013–2015,Males,128
QLD,30908,Robina,2013–2015,Females,69
QLD,30908,Robina,2012–2014,Persons,85
QLD,30908,Robina,2012–2014,Males,111
QLD,30908,Robina,2012–2014,Females,62
QLD,30908,Robina,2011–2013,Persons,89
QLD,30908,Robina,2011–2013,Males,130
QLD,30908,Robina,2011–2013,Females,53
QLD,30908,Robina,2010–2012,Persons,89
QLD,30908,Robina,2010–2012,Males,118
QLD,30908,Robina,2010–2012,Females,63
QLD,30908,Robina,2009–2011,Persons,91
QLD,30908,Robina,2009–2011,Males,121
QLD,30908,Robina,2009–2011,Females,63
QLD,30909,Southport,2015–2017,Persons,105
QLD,30909,Southport,2015–2017,Males,129
QLD,30909,Southport,2015–2017,Females,83
QLD,30909,Southport,2014–2016,Persons,110
QLD,30909,Southport,2014–2016,Males,141
QLD,30909,Southport,2014–2016,Females,83
QLD,30909,Southport,2013–2015,Persons,119
QLD,30909,Southport,2013–2015,Males,157
QLD,30909,Southport,2013–2015,Females,85
QLD,30909,Southport,2012–2014,Persons,133
QLD,30909,Southport,2012–2014,Males,171
QLD,30909,Southport,2012–2014,Females,97
QLD,30909,Southport,2011–2013,Persons,128
QLD,30909,Southport,2011–2013,Males,158
QLD,30909,Southport,2011–2013,Females,100
QLD,30909,Southport,2010–2012,Persons,133
QLD,30909,Southport,2010–2012,Males,165
QLD,30909,Southport,2010–2012,Females,103
QLD,30909,Southport,2009–2011,Persons,134
QLD,30909,Southport,2009–2011,Males,173
QLD,30909,Southport,2009–2011,Females,96
QLD,30910,Surfers Paradise,2015–2017,Persons,85
QLD,30910,Surfers Paradise,2015–2017,Males,116
QLD,30910,Surfers Paradise,2015–2017,Females,54
QLD,30910,Surfers Paradise,2014–2016,Persons,77
QLD,30910,Surfers Paradise,2014–2016,Males,117
QLD,30910,Surfers Paradise,2014–2016,Females,36
QLD,30910,Surfers Paradise,2013–2015,Persons,89
QLD,30910,Surfers Paradise,2013–2015,Males,135
QLD,30910,Surfers Paradise,2013–2015,Females,43
QLD,30910,Surfers Paradise,2012–2014,Persons,94
QLD,30910,Surfers Paradise,2012–2014,Males,125
QLD,30910,Surfers Paradise,2012–2014,Females,61
QLD,30910,Surfers Paradise,2011–2013,Persons,107
QLD,30910,Surfers Paradise,2011–2013,Males,135
QLD,30910,Surfers Paradise,2011–2013,Females,78
QLD,30910,Surfers Paradise,2010–2012,Persons,104
QLD,30910,Surfers Paradise,2010–2012,Males,124
QLD,30910,Surfers Paradise,2010–2012,Females,83
QLD,30910,Surfers Paradise,2009–2011,Persons,101
QLD,30910,Surfers Paradise,2009–2011,Males,126
QLD,30910,Surfers Paradise,2009–2011,Females,74
QLD,31001,Forest Lake - Oxley,2015–2017,Persons,112
QLD,31001,Forest Lake - Oxley,2015–2017,Males,129
QLD,31001,Forest Lake - Oxley,2015–2017,Females,94
QLD,31001,Forest Lake - Oxley,2014–2016,Persons,133
QLD,31001,Forest Lake - Oxley,2014–2016,Males,149
QLD,31001,Forest Lake - Oxley,2014–2016,Females,116
QLD,31001,Forest Lake - Oxley,2013–2015,Persons,135
QLD,31001,Forest Lake - Oxley,2013–2015,Males,157
QLD,31001,Forest Lake - Oxley,2013–2015,Females,112
QLD,31001,Forest Lake - Oxley,2012–2014,Persons,136
QLD,31001,Forest Lake - Oxley,2012–2014,Males,172
QLD,31001,Forest Lake - Oxley,2012–2014,Females,101
QLD,31001,Forest Lake - Oxley,2011–2013,Persons,131
QLD,31001,Forest Lake - Oxley,2011–2013,Males,183
QLD,31001,Forest Lake - Oxley,2011–2013,Females,81
QLD,31001,Forest Lake - Oxley,2010–2012,Persons,140
QLD,31001,Forest Lake - Oxley,2010–2012,Males,197
QLD,31001,Forest Lake - Oxley,2010–2012,Females,86
QLD,31001,Forest Lake - Oxley,2009–2011,Persons,138
QLD,31001,Forest Lake - Oxley,2009–2011,Males,183
QLD,31001,Forest Lake - Oxley,2009–2011,Females,97
QLD,31002,Ipswich Hinterland,2015–2017,Persons,140
QLD,31002,Ipswich Hinterland,2015–2017,Males,167
QLD,31002,Ipswich Hinterland,2015–2017,Females,112
QLD,31002,Ipswich Hinterland,2014–2016,Persons,143
QLD,31002,Ipswich Hinterland,2014–2016,Males,171
QLD,31002,Ipswich Hinterland,2014–2016,Females,114
QLD,31002,Ipswich Hinterland,2013–2015,Persons,149
QLD,31002,Ipswich Hinterland,2013–2015,Males,187
QLD,31002,Ipswich Hinterland,2013–2015,Females,109
QLD,31002,Ipswich Hinterland,2012–2014,Persons,142
QLD,31002,Ipswich Hinterland,2012–2014,Males,179
QLD,31002,Ipswich Hinterland,2012–2014,Females,103
QLD,31002,Ipswich Hinterland,2011–2013,Persons,137
QLD,31002,Ipswich Hinterland,2011–2013,Males,174
QLD,31002,Ipswich Hinterland,2011–2013,Females,97
QLD,31002,Ipswich Hinterland,2010–2012,Persons,142
QLD,31002,Ipswich Hinterland,2010–2012,Males,173
QLD,31002,Ipswich Hinterland,2010–2012,Females,108
QLD,31002,Ipswich Hinterland,2009–2011,Persons,139
QLD,31002,Ipswich Hinterland,2009–2011,Males,177
QLD,31002,Ipswich Hinterland,2009–2011,Females,99
QLD,31003,Ipswich Inner,2015–2017,Persons,133
QLD,31003,Ipswich Inner,2015–2017,Males,167
QLD,31003,Ipswich Inner,2015–2017,Females,99
QLD,31003,Ipswich Inner,2014–2016,Persons,135
QLD,31003,Ipswich Inner,2014–2016,Males,166
QLD,31003,Ipswich Inner,2014–2016,Females,105
QLD,31003,Ipswich Inner,2013–2015,Persons,146
QLD,31003,Ipswich Inner,2013–2015,Males,178
QLD,31003,Ipswich Inner,2013–2015,Females,115
QLD,31003,Ipswich Inner,2012–2014,Persons,157
QLD,31003,Ipswich Inner,2012–2014,Males,188
QLD,31003,Ipswich Inner,2012–2014,Females,126
QLD,31003,Ipswich Inner,2011–2013,Persons,168
QLD,31003,Ipswich Inner,2011–2013,Males,197
QLD,31003,Ipswich Inner,2011–2013,Females,140
QLD,31003,Ipswich Inner,2010–2012,Persons,161
QLD,31003,Ipswich Inner,2010–2012,Males,189
QLD,31003,Ipswich Inner,2010–2012,Females,133
QLD,31003,Ipswich Inner,2009–2011,Persons,157
QLD,31003,Ipswich Inner,2009–2011,Males,192
QLD,31003,Ipswich Inner,2009–2011,Females,124
QLD,31004,Springfield - Redbank,2015–2017,Persons,134
QLD,31004,Springfield - Redbank,2015–2017,Males,184
QLD,31004,Springfield - Redbank,2015–2017,Females,84
QLD,31004,Springfield - Redbank,2014–2016,Persons,127
QLD,31004,Springfield - Redbank,2014–2016,Males,161
QLD,31004,Springfield - Redbank,2014–2016,Females,92
QLD,31004,Springfield - Redbank,2013–2015,Persons,122
QLD,31004,Springfield - Redbank,2013–2015,Males,152
QLD,31004,Springfield - Redbank,2013–2015,Females,91
QLD,31004,Springfield - Redbank,2012–2014,Persons,122
QLD,31004,Springfield - Redbank,2012–2014,Males,149
QLD,31004,Springfield - Redbank,2012–2014,Females,94
QLD,31004,Springfield - Redbank,2011–2013,Persons,141
QLD,31004,Springfield - Redbank,2011–2013,Males,163
QLD,31004,Springfield - Redbank,2011–2013,Females,118
QLD,31004,Springfield - Redbank,2010–2012,Persons,150
QLD,31004,Springfield - Redbank,2010–2012,Males,185
QLD,31004,Springfield - Redbank,2010–2012,Females,114
QLD,31004,Springfield - Redbank,2009–2011,Persons,144
QLD,31004,Springfield - Redbank,2009–2011,Males,185
QLD,31004,Springfield - Redbank,2009–2011,Females,102
QLD,31101,Beaudesert,2015–2017,Persons,98
QLD,31101,Beaudesert,2015–2017,Males,157
QLD,31101,Beaudesert,2015–2017,Females,NP
QLD,31101,Beaudesert,2014–2016,Persons,110
QLD,31101,Beaudesert,2014–2016,Males,147
QLD,31101,Beaudesert,2014–2016,Females,NP
QLD,31101,Beaudesert,2013–2015,Persons,117
QLD,31101,Beaudesert,2013–2015,Males,140
QLD,31101,Beaudesert,2013–2015,Females,92
QLD,31101,Beaudesert,2012–2014,Persons,154
QLD,31101,Beaudesert,2012–2014,Males,202
QLD,31101,Beaudesert,2012–2014,Females,103
QLD,31101,Beaudesert,2011–2013,Persons,154
QLD,31101,Beaudesert,2011–2013,Males,233
QLD,31101,Beaudesert,2011–2013,Females,NP
QLD,31101,Beaudesert,2010–2012,Persons,147
QLD,31101,Beaudesert,2010–2012,Males,211
QLD,31101,Beaudesert,2010–2012,Females,NP
QLD,31101,Beaudesert,2009–2011,Persons,160
QLD,31101,Beaudesert,2009–2011,Males,219
QLD,31101,Beaudesert,2009–2011,Females,100
QLD,31102,Beenleigh,2015–2017,Persons,140
QLD,31102,Beenleigh,2015–2017,Males,175
QLD,31102,Beenleigh,2015–2017,Females,108
QLD,31102,Beenleigh,2014–2016,Persons,141
QLD,31102,Beenleigh,2014–2016,Males,175
QLD,31102,Beenleigh,2014–2016,Females,110
QLD,31102,Beenleigh,2013–2015,Persons,146
QLD,31102,Beenleigh,2013–2015,Males,191
QLD,31102,Beenleigh,2013–2015,Females,104
QLD,31102,Beenleigh,2012–2014,Persons,147
QLD,31102,Beenleigh,2012–2014,Males,181
QLD,31102,Beenleigh,2012–2014,Females,114
QLD,31102,Beenleigh,2011–2013,Persons,162
QLD,31102,Beenleigh,2011–2013,Males,220
QLD,31102,Beenleigh,2011–2013,Females,107
QLD,31102,Beenleigh,2010–2012,Persons,151
QLD,31102,Beenleigh,2010–2012,Males,196
QLD,31102,Beenleigh,2010–2012,Females,109
QLD,31102,Beenleigh,2009–2011,Persons,155
QLD,31102,Beenleigh,2009–2011,Males,207
QLD,31102,Beenleigh,2009–2011,Females,104
QLD,31103,Browns Plains,2015–2017,Persons,130
QLD,31103,Browns Plains,2015–2017,Males,171
QLD,31103,Browns Plains,2015–2017,Females,90
QLD,31103,Browns Plains,2014–2016,Persons,126
QLD,31103,Browns Plains,2014–2016,Males,176
QLD,31103,Browns Plains,2014–2016,Females,77
QLD,31103,Browns Plains,2013–2015,Persons,125
QLD,31103,Browns Plains,2013–2015,Males,180
QLD,31103,Browns Plains,2013–2015,Females,71
QLD,31103,Browns Plains,2012–2014,Persons,125
QLD,31103,Browns Plains,2012–2014,Males,169
QLD,31103,Browns Plains,2012–2014,Females,81
QLD,31103,Browns Plains,2011–2013,Persons,135
QLD,31103,Browns Plains,2011–2013,Males,178
QLD,31103,Browns Plains,2011–2013,Females,92
QLD,31103,Browns Plains,2010–2012,Persons,150
QLD,31103,Browns Plains,2010–2012,Males,190
QLD,31103,Browns Plains,2010–2012,Females,109
QLD,31103,Browns Plains,2009–2011,Persons,158
QLD,31103,Browns Plains,2009–2011,Males,203
QLD,31103,Browns Plains,2009–2011,Females,112
QLD,31104,Jimboomba,2015–2017,Persons,96
QLD,31104,Jimboomba,2015–2017,Males,125
QLD,31104,Jimboomba,2015–2017,Females,65
QLD,31104,Jimboomba,2014–2016,Persons,106
QLD,31104,Jimboomba,2014–2016,Males,128
QLD,31104,Jimboomba,2014–2016,Females,83
QLD,31104,Jimboomba,2013–2015,Persons,97
QLD,31104,Jimboomba,2013–2015,Males,117
QLD,31104,Jimboomba,2013–2015,Females,76
QLD,31104,Jimboomba,2012–2014,Persons,104
QLD,31104,Jimboomba,2012–2014,Males,127
QLD,31104,Jimboomba,2012–2014,Females,80
QLD,31104,Jimboomba,2011–2013,Persons,95
QLD,31104,Jimboomba,2011–2013,Males,123
QLD,31104,Jimboomba,2011–2013,Females,65
QLD,31104,Jimboomba,2010–2012,Persons,91
QLD,31104,Jimboomba,2010–2012,Males,119
QLD,31104,Jimboomba,2010–2012,Females,59
QLD,31104,Jimboomba,2009–2011,Persons,114
QLD,31104,Jimboomba,2009–2011,Males,141
QLD,31104,Jimboomba,2009–2011,Females,83
QLD,31105,Loganlea - Carbrook,2015–2017,Persons,125
QLD,31105,Loganlea - Carbrook,2015–2017,Males,159
QLD,31105,Loganlea - Carbrook,2015–2017,Females,93
QLD,31105,Loganlea - Carbrook,2014–2016,Persons,118
QLD,31105,Loganlea - Carbrook,2014–2016,Males,146
QLD,31105,Loganlea - Carbrook,2014–2016,Females,92
QLD,31105,Loganlea - Carbrook,2013–2015,Persons,113
QLD,31105,Loganlea - Carbrook,2013–2015,Males,125
QLD,31105,Loganlea - Carbrook,2013–2015,Females,103
QLD,31105,Loganlea - Carbrook,2012–2014,Persons,110
QLD,31105,Loganlea - Carbrook,2012–2014,Males,121
QLD,31105,Loganlea - Carbrook,2012–2014,Females,99
QLD,31105,Loganlea - Carbrook,2011–2013,Persons,118
QLD,31105,Loganlea - Carbrook,2011–2013,Males,136
QLD,31105,Loganlea - Carbrook,2011–2013,Females,100
QLD,31105,Loganlea - Carbrook,2010–2012,Persons,115
QLD,31105,Loganlea - Carbrook,2010–2012,Males,148
QLD,31105,Loganlea - Carbrook,2010–2012,Females,83
QLD,31105,Loganlea - Carbrook,2009–2011,Persons,113
QLD,31105,Loganlea - Carbrook,2009–2011,Males,147
QLD,31105,Loganlea - Carbrook,2009–2011,Females,80
QLD,31106,Springwood - Kingston,2015–2017,Persons,134
QLD,31106,Springwood - Kingston,2015–2017,Males,162
QLD,31106,Springwood - Kingston,2015–2017,Females,107
QLD,31106,Springwood - Kingston,2014–2016,Persons,133
QLD,31106,Springwood - Kingston,2014–2016,Males,159
QLD,31106,Springwood - Kingston,2014–2016,Females,107
QLD,31106,Springwood - Kingston,2013–2015,Persons,142
QLD,31106,Springwood - Kingston,2013–2015,Males,178
QLD,31106,Springwood - Kingston,2013–2015,Females,106
QLD,31106,Springwood - Kingston,2012–2014,Persons,132
QLD,31106,Springwood - Kingston,2012–2014,Males,168
QLD,31106,Springwood - Kingston,2012–2014,Females,96
QLD,31106,Springwood - Kingston,2011–2013,Persons,140
QLD,31106,Springwood - Kingston,2011–2013,Males,177
QLD,31106,Springwood - Kingston,2011–2013,Females,102
QLD,31106,Springwood - Kingston,2010–2012,Persons,139
QLD,31106,Springwood - Kingston,2010–2012,Males,171
QLD,31106,Springwood - Kingston,2010–2012,Females,105
QLD,31106,Springwood - Kingston,2009–2011,Persons,152
QLD,31106,Springwood - Kingston,2009–2011,Males,198
QLD,31106,Springwood - Kingston,2009–2011,Females,106
QLD,31201,Bowen Basin - North,2015–2017,Persons,131
QLD,31201,Bowen Basin - North,2015–2017,Males,182
QLD,31201,Bowen Basin - North,2015–2017,Females,68
QLD,31201,Bowen Basin - North,2014–2016,Persons,133
QLD,31201,Bowen Basin - North,2014–2016,Males,172
QLD,31201,Bowen Basin - North,2014–2016,Females,85
QLD,31201,Bowen Basin - North,2013–2015,Persons,121
QLD,31201,Bowen Basin - North,2013–2015,Males,166
QLD,31201,Bowen Basin - North,2013–2015,Females,67
QLD,31201,Bowen Basin - North,2012–2014,Persons,113
QLD,31201,Bowen Basin - North,2012–2014,Males,144
QLD,31201,Bowen Basin - North,2012–2014,Females,75
QLD,31201,Bowen Basin - North,2011–2013,Persons,113
QLD,31201,Bowen Basin - North,2011–2013,Males,156
QLD,31201,Bowen Basin - North,2011–2013,Females,60
QLD,31201,Bowen Basin - North,2010–2012,Persons,136
QLD,31201,Bowen Basin - North,2010–2012,Males,174
QLD,31201,Bowen Basin - North,2010–2012,Females,87
QLD,31201,Bowen Basin - North,2009–2011,Persons,168
QLD,31201,Bowen Basin - North,2009–2011,Males,206
QLD,31201,Bowen Basin - North,2009–2011,Females,120
QLD,31202,Mackay,2015–2017,Persons,123
QLD,31202,Mackay,2015–2017,Males,161
QLD,31202,Mackay,2015–2017,Females,83
QLD,31202,Mackay,2014–2016,Persons,117
QLD,31202,Mackay,2014–2016,Males,152
QLD,31202,Mackay,2014–2016,Females,79
QLD,31202,Mackay,2013–2015,Persons,117
QLD,31202,Mackay,2013–2015,Males,148
QLD,31202,Mackay,2013–2015,Females,83
QLD,31202,Mackay,2012–2014,Persons,120
QLD,31202,Mackay,2012–2014,Males,159
QLD,31202,Mackay,2012–2014,Females,77
QLD,31202,Mackay,2011–2013,Persons,128
QLD,31202,Mackay,2011–2013,Males,168
QLD,31202,Mackay,2011–2013,Females,84
QLD,31202,Mackay,2010–2012,Persons,139
QLD,31202,Mackay,2010–2012,Males,181
QLD,31202,Mackay,2010–2012,Females,93
QLD,31202,Mackay,2009–2011,Persons,145
QLD,31202,Mackay,2009–2011,Males,177
QLD,31202,Mackay,2009–2011,Females,109
QLD,31203,Whitsunday,2015–2017,Persons,113
QLD,31203,Whitsunday,2015–2017,Males,166
QLD,31203,Whitsunday,2015–2017,Females,NP
QLD,31203,Whitsunday,2014–2016,Persons,118
QLD,31203,Whitsunday,2014–2016,Males,174
QLD,31203,Whitsunday,2014–2016,Females,NP
QLD,31203,Whitsunday,2013–2015,Persons,116
QLD,31203,Whitsunday,2013–2015,Males,158
QLD,31203,Whitsunday,2013–2015,Females,71
QLD,31203,Whitsunday,2012–2014,Persons,125
QLD,31203,Whitsunday,2012–2014,Males,159
QLD,31203,Whitsunday,2012–2014,Females,87
QLD,31203,Whitsunday,2011–2013,Persons,142
QLD,31203,Whitsunday,2011–2013,Males,188
QLD,31203,Whitsunday,2011–2013,Females,90
QLD,31203,Whitsunday,2010–2012,Persons,128
QLD,31203,Whitsunday,2010–2012,Males,178
QLD,31203,Whitsunday,2010–2012,Females,NP
QLD,31203,Whitsunday,2009–2011,Persons,116
QLD,31203,Whitsunday,2009–2011,Males,162
QLD,31203,Whitsunday,2009–2011,Females,NP
QLD,31301,Bribie - Beachmere,2015–2017,Persons,121
QLD,31301,Bribie - Beachmere,2015–2017,Males,153
QLD,31301,Bribie - Beachmere,2015–2017,Females,91
QLD,31301,Bribie - Beachmere,2014–2016,Persons,130
QLD,31301,Bribie - Beachmere,2014–2016,Males,175
QLD,31301,Bribie - Beachmere,2014–2016,Females,89
QLD,31301,Bribie - Beachmere,2013–2015,Persons,133
QLD,31301,Bribie - Beachmere,2013–2015,Males,176
QLD,31301,Bribie - Beachmere,2013–2015,Females,93
QLD,31301,Bribie - Beachmere,2012–2014,Persons,137
